rank,country,lower_single_house_elections,lower_single_house_seats,lower_single_house_women,lower_single_house_percent_w,upper_house_senate_elections,upper_house_senate_seats,upper_house_senate_women,upper_house_senate_percent_w,lower_single_house_elections_year,upper_house_senate_elections_year
“,Ireland,2020-02-01,160.0,36.0,0.225,2016-04-01,60.0,19.0,0.31666666666666665,2020,2016
92,Venezuela Bolivarian Republic of,2015-12-01,167.0,37.0,0.2215568862275449,,0.0,0.0,,2015,NaT
93,Romania,2016-12-01,329.0,72.0,0.2188449848024316,2016-12-01,136.0,20.0,0.14705882352941177,2016,2016
94,Kenya,2017-08-01,349.0,76.0,0.2177650429799427,2017-08-01,68.0,21.0,0.3088235294117647,2017,2017
95,Bosnia and Herzegovina,2018-10-01,42.0,9.0,0.21428571428571427,2019-02-01,15.0,3.0,0.2,2018,2019
96,Slovakia,2020-02-01,150.0,32.0,0.21333333333333335,,0.0,0.0,,2020,NaT
97,Seychelles,2016-09-01,33.0,7.0,0.21212121212121213,,0.0,0.0,,2016,NaT
99,Honduras,2017-11-01,128.0,27.0,0.2109375,,0.0,0.0,,2017,NaT
100,Equatorial Guinea,2017-11-01,100.0,21.0,0.21,2017-11-01,72.0,12.0,0.16666666666666666,2017,2017
101,Bangladesh,2018-12-01,349.0,73.0,0.20916905444126074,,0.0,0.0,,2018,NaT
102,Ukraine,2019-07-01,423.0,88.0,0.20803782505910165,,0.0,0.0,,2019,NaT
103,Greece,2019-07-01,300.0,62.0,0.20666666666666667,,0.0,0.0,,2019,NaT
123,Azerbaijan,2020-02-01,121.0,21.0,0.17355371900826447,,0.0,0.0,,2020,NaT
124,Mongolia,2016-06-01,75.0,13.0,0.17333333333333334,,0.0,0.0,,2016,NaT
127,Niger,2016-02-01,171.0,29.0,0.1695906432748538,,0.0,0.0,,2016,NaT
128,Zambia,2016-08-01,167.0,28.0,0.16766467065868262,,0.0,0.0,,2016,NaT
132,Libya,2014-06-01,188.0,30.0,0.1595744680851064,,0.0,0.0,,2014,NaT
133,Madagascar,2019-05-01,151.0,24.0,0.15894039735099338,2015-12-01,62.0,12.0,0.1935483870967742,2019,2015
134,Russian Federation,2016-09-01,450.0,71.0,0.15777777777777777,,170.0,29.0,0.17058823529411765,2016,NaT
179,Iran Islamic Republic of,2020-02-01,279.0,17.0,0.06093189964157706,,0.0,0.0,,2020,NaT
9,South Africa,2019-05-01,398.0,185.0,0.4648241206030151,2019-05-01,53.0,22.0,0.41509433962264153,2019,2019
30,Ethiopia,2015-05-01,547.0,212.0,0.3875685557586837,2015-10-01,153.0,49.0,0.3202614379084967,2015,2015
33,Ecuador,2021-02-01,137.0,52.0,0.3795620437956204,,0.0,0.0,,2021,NaT
40,Monaco,2018-02-01,24.0,8.0,0.3333333333333333,,0.0,0.0,,2018,NaT
43,Uganda,2021-01-01,529.0,174.0,0.32892249527410206,,0.0,0.0,,2021,NaT
47,Luxembourg,2018-10-01,60.0,19.0,0.31666666666666665,,0.0,0.0,,2018,NaT
48,Germany,2017-09-01,709.0,223.0,0.3145275035260931,,69.0,25.0,0.36231884057971014,2017,NaT
49,Australia,2019-05-01,151.0,47.0,0.31125827814569534,2019-05-01,76.0,39.0,0.5131578947368421,2019,2019
51,Singapore,2020-07-01,104.0,31.0,0.2980769230769231,,0.0,0.0,,2020,NaT
55,Suriname,2020-05-01,51.0,15.0,0.29411764705882354,,0.0,0.0,,2020,NaT
56,Latvia,2018-10-01,100.0,29.0,0.29,,0.0,0.0,,2018,NaT
57,Jamaica,2020-09-01,63.0,18.0,0.2857142857142857,2020-09-01,21.0,8.0,0.38095238095238093,2020,2020
58,South Sudan,2016-08-01,383.0,109.0,0.2845953002610966,2011-08-01,50.0,6.0,0.12,2016,2011
59,Poland,2019-10-01,459.0,130.0,0.28322440087145967,2019-10-01,100.0,24.0,0.24,2019,2019
60,Liechtenstein,2021-02-01,25.0,7.0,0.28,,0.0,0.0,,2021,NaT
65,United States of America,2020-11-01,432.0,119.0,0.27546296296296297,2020-11-01,100.0,24.0,0.24,2020,2020
“,El Salvador,2021-02-01,84.0,23.0,0.27380952380952384,,0.0,0.0,,2021,NaT
68,Mali,2020-12-01,121.0,33.0,0.2727272727272727,,0.0,0.0,,2020,NaT
104,Lao People's Democratic Republic,2021-02-01,164.0,36.0,0.21951219512195122,,0.0,0.0,,2021,NaT
105,Greece,2019-07-01,300.0,65.0,0.21666666666666667,,0.0,0.0,,2019,NaT
106,Cambodia,2018-07-01,125.0,27.0,0.216,2018-02-01,62.0,10.0,0.16129032258064516,2018,2018
109,Cyprus,2016-05-01,56.0,12.0,0.21428571428571427,,0.0,0.0,,2016,NaT
114,Georgia,2020-10-01,150.0,31.0,0.20666666666666667,,0.0,0.0,,2020,NaT
115,Morocco,2016-10-01,395.0,81.0,0.20506329113924052,2015-10-01,120.0,14.0,0.11666666666666667,2016,2015
116,Mauritania,2018-09-01,153.0,31.0,0.20261437908496732,,0.0,0.0,,2018,NaT
117,Pakistan,2018-07-01,342.0,69.0,0.20175438596491227,2018-03-01,104.0,20.0,0.19230769230769232,2018,2018
118,Barbados,2018-05-01,30.0,6.0,0.2,2018-06-01,21.0,9.0,0.42857142857142855,2018,2018
120,Saudi Arabia,2020-10-01,151.0,30.0,0.1986754966887417,,0.0,0.0,,2020,NaT
121,Guatemala,2019-06-01,160.0,31.0,0.19375,,0.0,0.0,,2019,NaT
133,Zambia,2016-08-01,167.0,28.0,0.16766467065868262,,0.0,0.0,,2016,NaT
141,Chad,2011-02-01,156.0,24.0,0.15384615384615385,,0.0,0.0,,2011,NaT
142,Myanmar,2020-11-01,425.0,65.0,0.15294117647058825,2020-11-01,216.0,31.0,0.14351851851851852,2020,2020
143,Brazil,2018-10-01,513.0,78.0,0.15204678362573099,2018-10-01,81.0,10.0,0.12345679012345678,2018,2018
144,Bahrain,2018-11-01,40.0,6.0,0.15,2018-12-01,40.0,9.0,0.225,2018,2018
146,Bhutan,2018-10-01,47.0,7.0,0.14893617021276595,2018-04-01,25.0,4.0,0.16,2018,2018
148,Ghana,2020-12-01,275.0,40.0,0.14545454545454545,,0.0,0.0,,2020,NaT
149,India,2019-04-01,540.0,78.0,0.14444444444444443,2020-06-01,241.0,27.0,0.11203319502074689,2019,2020
151,Malta,2017-06-01,67.0,9.0,0.13432835820895522,,0.0,0.0,,2017,NaT
13,Sweden,2018-09-01,349.0,161.0,0.46131805157593125,,0.0,0.0,,2018,NaT
39,Italy,2018-03-01,630.0,229.0,0.3634920634920635,2018-03-01,320.0,112.0,0.35,2018,2018
45,United Kingdom,2019-12-01,649.0,224.0,0.34514637904468415,,776.0,222.0,0.2860824742268041,2019,NaT
“,United States of America,2020-11-01,433.0,121.0,0.279445727482679,2020-11-01,100.0,24.0,0.24,2020,2020
83,Barbados,2022-01-01,30.0,8.0,0.26666666666666666,2022-02-01,18.0,8.0,0.4444444444444444,2022,2022
40,Jamaica,1997-12-01,60.0,8.0,0.13333333333333333,1997-12-01,21.0,5.0,0.23809523809523808,1997,1997
42,Poland,1997-09-01,460.0,60.0,0.13043478260869565,1997-09-01,100.0,11.0,0.11,1997,1997
"""",Mali,1997-07-01,147.0,18.0,0.12244897959183673,,0.0,0.0,,1997,NaT
47,Senegal,1998-05-01,140.0,17.0,0.12142857142857143,1999-01-01,60.0,11.0,0.18333333333333332,1998,1999
48,Azerbaijan,1995-11-01,125.0,15.0,0.12,,0.0,0.0,,1995,NaT
49,Colombia,1998-03-01,161.0,19.0,0.11801242236024845,1998-03-01,102.0,13.0,0.12745098039215685,1998,1998
50,Kazakhstan,1995-12-01,77.0,9.0,0.11688311688311688,1995-12-01,47.0,4.0,0.0851063829787234,1995,1995
52,Indonesia,1997-05-01,500.0,57.0,0.114,,0.0,0.0,,1997,NaT
57,Russian Federation,1995-12-01,450.0,46.0,0.10222222222222223,,178.0,1.0,0.0056179775280898875,1995,NaT
58,Guinea-Bissau,1994-07-01,100.0,10.0,0.1,,0.0,0.0,,1994,NaT
59,Nicaragua,1996-10-01,93.0,9.0,0.0967741935483871,,0.0,0.0,,1996,NaT
60,Zambia,1996-11-01,158.0,15.0,0.0949367088607595,,0.0,0.0,,1996,NaT
61,Dominica,1995-06-01,32.0,3.0,0.09375,,0.0,0.0,,1995,NaT
62,Malta,1998-09-01,65.0,6.0,0.09230769230769231,,0.0,0.0,,1998,NaT
63,Bangladesh,1996-06-01,330.0,30.0,0.09090909090909091,,0.0,0.0,,1996,NaT
64,Ghana,1996-12-01,200.0,18.0,0.09,,0.0,0.0,,1996,NaT
65,Republic of Moldova,1998-03-01,101.0,9.0,0.0891089108910891,,0.0,0.0,,1998,NaT
66,Guinea,1995-06-01,114.0,10.0,0.08771929824561403,,0.0,0.0,,1995,NaT
67,Botswana,1994-10-01,47.0,4.0,0.0851063829787234,,0.0,0.0,,1994,NaT
68,Gabon,1996-12-01,120.0,10.0,0.08333333333333333,1997-01-01,91.0,10.0,0.10989010989010989,1996,1997
69,Cambodia,1998-07-01,122.0,10.0,0.08196721311475409,1999-01-01,61.0,0.0,0.0,1998,1999
70,Burkina Faso,1997-05-01,111.0,9.0,0.08108108108108109,1995-12-01,176.0,21.0,0.11931818181818182,1997,1995
71,Côte d'Ivoire,1995-11-01,175.0,14.0,0.08,,0.0,0.0,,1995,NaT
72,Croatia,1995-10-01,127.0,10.0,0.07874015748031496,1997-04-01,68.0,4.0,0.058823529411764705,1995,1997
73,Malaysia,1995-04-01,192.0,15.0,0.078125,1998-03-01,69.0,12.0,0.17391304347826086,1995,1998
74,Mauritius,1995-12-01,66.0,5.0,0.07575757575757576,,0.0,0.0,,1995,NaT
75,Israel,1996-05-01,120.0,9.0,0.075,,0.0,0.0,,1996,NaT
76,Tunisia,1994-03-01,163.0,12.0,0.0736196319018405,,0.0,0.0,,1994,NaT
77,Romania,1996-11-01,343.0,25.0,0.0728862973760933,1996-11-01,143.0,2.0,0.013986013986013986,1996,1996
0,Benin,1999-03-01,83.0,0.0,0.0,,0.0,0.0,,1999,NaT
0,Nigeria,1999-02-01,360.0,0.0,0.0,1999-02-01,109.0,0.0,0.0,1999,1999
9,South Africa,1999-06-01,399.0,119.0,0.2982456140350877,1999-06-01,53.0,17.0,0.32075471698113206,1999,1999
10,New Zealand,1999-11-01,120.0,35.0,0.2916666666666667,,0.0,0.0,,1999,NaT
11,Bosnia and Herzegovina,1998-09-01,42.0,12.0,0.2857142857142857,1998-09-01,15.0,0.0,0.0,1998,1998
12,Spain,2000-03-01,350.0,99.0,0.28285714285714286,2000-03-01,259.0,59.0,0.2277992277992278,2000,2000
16,Argentina,1999-10-01,257.0,68.0,0.26459143968871596,1998-12-01,72.0,2.0,0.027777777777777776,1999,1998
22,Australia,1998-10-01,147.0,33.0,0.22448979591836735,1998-10-01,76.0,22.0,0.2894736842105263,1998,1998
28,Canada,1997-06-01,301.0,60.0,0.19933554817275748,,105.0,32.0,0.3047619047619048,1997,NaT
30,Portugal,1999-10-01,230.0,43.0,0.18695652173913044,,0.0,0.0,,1999,NaT
31,Guyana,1997-12-01,65.0,12.0,0.18461538461538463,,0.0,0.0,,1997,NaT
32,United Kingdom,1997-05-01,659.0,121.0,0.18361153262518967,,666.0,105.0,0.15765765765765766,1997,NaT
33,Mexico,1997-07-01,500.0,91.0,0.182,1997-07-01,128.0,22.0,0.171875,1997,1997
34,Uganda,1996-06-01,279.0,50.0,0.17921146953405018,,0.0,0.0,,1996,NaT
35,Estonia,1999-03-01,101.0,18.0,0.1782178217821782,,0.0,0.0,,1999,NaT
36,Lithuania,1996-10-01,137.0,24.0,0.17518248175182483,,0.0,0.0,,1996,NaT
49,Jamaica,1997-12-01,60.0,8.0,0.13333333333333333,1997-12-01,21.0,5.0,0.23809523809523808,1997,1997
50,Poland,1997-09-01,460.0,60.0,0.13043478260869565,1997-09-01,100.0,11.0,0.11,1997,1997
51,United States of America,1998-11-01,435.0,56.0,0.12873563218390804,1998-11-01,100.0,9.0,0.09,1998,1998
52,Israel,1999-05-01,120.0,15.0,0.125,,0.0,0.0,,1999,NaT
53,Philippines,1998-05-01,217.0,27.0,0.12442396313364056,1998-05-01,23.0,4.0,0.17391304347826086,1998,1998
54,Mali,1997-07-01,147.0,18.0,0.12244897959183673,,0.0,0.0,,1997,NaT
55,Senegal,1998-05-01,140.0,17.0,0.12142857142857143,1999-01-01,60.0,11.0,0.18333333333333332,1998,1999
56,Azerbaijan,1995-11-01,125.0,15.0,0.12,,0.0,0.0,,1995,NaT
57,Colombia,1998-03-01,161.0,19.0,0.11801242236024845,1998-03-01,102.0,13.0,0.12745098039215685,1998,1998
58,Bolivia,1997-06-01,130.0,15.0,0.11538461538461539,1997-06-01,27.0,1.0,0.037037037037037035,1997,1997
59,Fiji,1999-05-01,71.0,8.0,0.11267605633802817,1999-06-01,32.0,8.0,0.25,1999,1999
60,Cape Verde,1995-12-01,72.0,8.0,0.1111111111111111,,0.0,0.0,,1995,NaT
61,France,1997-05-01,577.0,63.0,0.10918544194107452,1998-09-01,321.0,19.0,0.059190031152647975,1997,1998
62,Bulgaria,1997-04-01,240.0,26.0,0.10833333333333334,,0.0,0.0,,1997,NaT
63,Barbados,1999-01-01,28.0,3.0,0.10714285714285714,1999-01-01,21.0,7.0,0.3333333333333333,1999,1999
66,Slovenia,1996-11-01,90.0,9.0,0.1,,0.0,0.0,,1996,NaT
68,Nicaragua,1996-10-01,93.0,9.0,0.0967741935483871,,0.0,0.0,,1996,NaT
70,Gabon,1996-12-01,120.0,11.0,0.09166666666666666,1997-01-01,91.0,12.0,0.13186813186813187,1996,1997
71,Bangladesh,1996-06-01,330.0,30.0,0.09090909090909091,,0.0,0.0,,1996,NaT
72,Ghana,1996-12-01,200.0,18.0,0.09,,0.0,0.0,,1996,NaT
"""",India,1999-09-01,543.0,49.0,0.09023941068139964,2000-03-01,220.0,0.0,0.0,1999,2000
73,Republic of Moldova,1998-03-01,101.0,9.0,0.0891089108910891,,0.0,0.0,,1998,NaT
74,Guatemala,1999-11-01,113.0,10.0,0.08849557522123894,,0.0,0.0,,1999,NaT
75,Hungary,1998-05-01,386.0,32.0,0.08290155440414508,,0.0,0.0,,1998,NaT
76,Mauritius,1995-12-01,61.0,5.0,0.08196721311475409,,0.0,0.0,,1995,NaT
77,Burkina Faso,1997-05-01,111.0,9.0,0.08108108108108109,1995-12-01,176.0,21.0,0.11931818181818182,1997,1995
78,Indonesia,1999-06-01,500.0,40.0,0.08,,0.0,0.0,,1999,NaT
79,Mongolia,1996-06-01,76.0,6.0,0.07894736842105263,,0.0,0.0,,1996,NaT
80,Guinea-Bissau,1999-11-01,102.0,8.0,0.0784313725490196,,0.0,0.0,,1999,NaT
81,Russian Federation,1999-12-01,441.0,34.0,0.07709750566893424,,178.0,1.0,0.0056179775280898875,1999,NaT
82,Iraq,2000-03-01,250.0,19.0,0.076,,0.0,0.0,,2000,NaT
83,Cambodia,1998-07-01,122.0,9.0,0.07377049180327869,1999-03-01,61.0,8.0,0.13114754098360656,1998,1999
84,Central African Republic,1998-11-01,109.0,8.0,0.07339449541284404,,0.0,0.0,,1998,NaT
85,Georgia,1999-10-01,235.0,17.0,0.07234042553191489,,0.0,0.0,,1999,NaT
86,Andorra,1997-02-01,28.0,2.0,0.07142857142857142,,0.0,0.0,,1997,NaT
87,Belize,1998-08-01,29.0,2.0,0.06896551724137931,1998-08-01,8.0,3.0,0.375,1998,1998
88,The F.Y.R. of Macedonia,1998-10-01,120.0,8.0,0.06666666666666667,,0.0,0.0,,1998,NaT
89,Benin,1999-03-01,83.0,5.0,0.060240963855421686,,0.0,0.0,,1999,NaT
90,Nepal,1999-05-01,205.0,12.0,0.05853658536585366,1999-06-01,60.0,9.0,0.15,1999,1999
91,Brazil,1998-10-01,513.0,29.0,0.056530214424951264,1998-10-01,81.0,6.0,0.07407407407407407,1998,1998
92,Cameroon,1997-05-01,180.0,10.0,0.05555555555555555,,0.0,0.0,,1997,NaT
93,Antigua and Barbuda,1999-03-01,19.0,1.0,0.05263157894736842,1999-03-01,17.0,2.0,0.11764705882352941,1999,1999
94,Albania,1997-06-01,155.0,8.0,0.05161290322580645,,0.0,0.0,,1997,NaT
95,Yugoslavia,1996-11-01,138.0,7.0,0.050724637681159424,1998-03-01,40.0,4.0,0.1,1996,1998
96,Equatorial Guinea,1999-03-01,80.0,4.0,0.05,,0.0,0.0,,1999,NaT
97,Kiribati,1998-09-01,41.0,2.0,0.04878048780487805,,0.0,0.0,,1998,NaT
98,Saint Vincent & the Grenadines,1998-06-01,21.0,1.0,0.047619047619047616,,0.0,0.0,,1998,NaT
"""",Thailand,1996-11-01,374.0,18.0,0.0481283422459893,2000-03-01,200.0,0.0,0.0,1996,2000
99,Belarus,1996-11-01,110.0,5.0,0.045454545454545456,1997-02-01,62.0,18.0,0.2903225806451613,1996,1997
"""",Mauritania,1996-10-01,79.0,3.0,0.0379746835443038,2000-04-01,56.0,0.0,0.0,1996,2000
104,Haiti,1995-06-01,83.0,3.0,0.03614457831325301,1997-04-01,27.0,0.0,0.0,1995,1997
105,Algeria,1997-06-01,380.0,13.0,0.034210526315789476,1997-12-01,144.0,8.0,0.05555555555555555,1997,1997
106,Armenia,1999-05-01,131.0,4.0,0.030534351145038167,,0.0,0.0,,1999,NaT
107,Marshall Islands,1999-11-01,33.0,1.0,0.030303030303030304,,0.0,0.0,,1999,NaT
108,Paraguay,1998-05-01,80.0,2.0,0.025,1998-05-01,45.0,8.0,0.17777777777777778,1998,1998
109,Chad,1997-01-01,125.0,3.0,0.024,,0.0,0.0,,1997,NaT
"""",Ethiopia,1995-05-01,546.0,13.0,0.023809523809523808,1995-05-01,108.0,8.0,0.07407407407407407,1995,1995
110,Lebanon,1996-08-01,128.0,3.0,0.0234375,,0.0,0.0,,1996,NaT
111,Bhutan,,150.0,3.0,0.02,,0.0,0.0,,NaT,NaT
112,Papua New Guinea,1997-06-01,109.0,2.0,0.01834862385321101,,0.0,0.0,,1997,NaT
114,Yemen,1997-04-01,301.0,2.0,0.006644518272425249,,0.0,0.0,,1997,NaT
115,Morocco,1997-11-01,325.0,2.0,0.006153846153846154,1997-12-01,270.0,2.0,0.007407407407407408,1997,1997
0,Greece,2000-04-01,300.0,0.0,0.0,,0.0,0.0,,2000,NaT
0,Kyrgyzstan,2000-02-01,45.0,0.0,0.0,2000-02-01,60.0,0.0,0.0,2000,2000
0,Republic of Korea,2000-04-01,273.0,0.0,0.0,,0.0,0.0,,2000,NaT
28,Dem. People's Rep. of Korea,1998-07-01,687.0,138.0,0.20087336244541484,,0.0,0.0,,1998,NaT
33,United Kingdom,1997-05-01,659.0,120.0,0.18209408194233687,,666.0,104.0,0.15615615615615616,1997,NaT
46,Israel,1999-05-01,120.0,16.0,0.13333333333333333,,0.0,0.0,,1999,NaT
49,Mali,1997-07-01,147.0,18.0,0.12244897959183673,,0.0,0.0,,1997,NaT
50,Senegal,1998-05-01,140.0,17.0,0.12142857142857143,1999-01-01,60.0,11.0,0.18333333333333332,1998,1999
51,Congo,1998-01-01,75.0,9.0,0.12,,0.0,0.0,,1998,NaT
52,Colombia,1998-03-01,161.0,19.0,0.11801242236024845,1998-03-01,102.0,13.0,0.12745098039215685,1998,1998
53,Bolivia,1997-06-01,130.0,15.0,0.11538461538461539,1997-06-01,27.0,1.0,0.037037037037037035,1997,1997
54,Philippines,1998-05-01,222.0,25.0,0.11261261261261261,1998-05-01,23.0,4.0,0.17391304347826086,1998,1998
55,Cape Verde,2001-01-01,72.0,8.0,0.1111111111111111,,0.0,0.0,,2001,NaT
56,France,1997-05-01,577.0,63.0,0.10918544194107452,1998-09-01,321.0,19.0,0.059190031152647975,1997,1998
57,Bulgaria,1997-04-01,240.0,26.0,0.10833333333333334,,0.0,0.0,,1997,NaT
58,Barbados,1999-01-01,28.0,3.0,0.10714285714285714,1999-01-01,21.0,7.0,0.3333333333333333,1999,1999
59,Lithuania,2000-10-01,141.0,15.0,0.10638297872340426,,0.0,0.0,,2000,NaT
60,Azerbaijan,2000-11-01,124.0,13.0,0.10483870967741936,,0.0,0.0,,2000,NaT
61,Kazakhstan,1999-10-01,77.0,8.0,0.1038961038961039,1999-09-01,39.0,5.0,0.1282051282051282,1999,1999
62,Belarus,2000-10-01,97.0,10.0,0.10309278350515463,2000-12-01,61.0,19.0,0.3114754098360656,2000,2000
64,Kyrgyzstan,2000-02-01,60.0,6.0,0.1,2000-02-01,45.0,1.0,0.022222222222222223,2000,2000
65,Panama,1999-05-01,71.0,7.0,0.09859154929577464,,0.0,0.0,,1999,NaT
66,Nicaragua,1996-10-01,93.0,9.0,0.0967741935483871,,0.0,0.0,,1996,NaT
67,El Salvador,2000-03-01,84.0,8.0,0.09523809523809523,,0.0,0.0,,2000,NaT
68,Honduras,1997-11-01,128.0,12.0,0.09375,,0.0,0.0,,1997,NaT
69,Bhutan,,150.0,14.0,0.09333333333333334,,0.0,0.0,,NaT,NaT
72,Ghana,2000-12-01,200.0,18.0,0.09,,0.0,0.0,,2000,NaT
73,Republic of Moldova,2001-02-01,101.0,9.0,0.0891089108910891,,0.0,0.0,,2001,NaT
75,Greece,2000-04-01,300.0,26.0,0.08666666666666667,,0.0,0.0,,2000,NaT
76,Cote d'Ivoire,2000-12-01,223.0,19.0,0.08520179372197309,,0.0,0.0,,2000,NaT
77,Hungary,1998-05-01,386.0,32.0,0.08290155440414508,,0.0,0.0,,1998,NaT
78,Burkina Faso,1997-05-01,111.0,9.0,0.08108108108108109,1995-12-01,162.0,21.0,0.12962962962962962,1997,1995
79,Indonesia,1999-06-01,500.0,40.0,0.08,,0.0,0.0,,1999,NaT
81,Ethiopia,2000-05-01,547.0,42.0,0.07678244972577697,2000-05-01,120.0,10.0,0.08333333333333333,2000,2000
86,Bosnia and Herzegovina,2000-11-01,42.0,3.0,0.07142857142857142,2000-11-01,15.0,0.0,0.0,2000,2000
89,Singapore,1997-01-01,93.0,6.0,0.06451612903225806,,0.0,0.0,,1997,NaT
90,Benin,1999-03-01,83.0,5.0,0.060240963855421686,,0.0,0.0,,1999,NaT
91,Nepal,1999-05-01,205.0,12.0,0.05853658536585366,1999-06-01,60.0,9.0,0.15,1999,1999
92,Brazil,1998-10-01,513.0,29.0,0.056530214424951264,1998-10-01,81.0,6.0,0.07407407407407407,1998,1998
93,Cameroon,1997-05-01,180.0,10.0,0.05555555555555555,,0.0,0.0,,1997,NaT
94,Antigua and Barbuda,1999-03-01,19.0,1.0,0.05263157894736842,1999-03-01,17.0,2.0,0.11764705882352941,1999,1999
95,Albania,1997-06-01,155.0,8.0,0.05161290322580645,,0.0,0.0,,1997,NaT
97,Togo,1999-03-01,81.0,4.0,0.04938271604938271,,0.0,0.0,,1999,NaT
98,Kiribati,1998-09-01,42.0,2.0,0.047619047619047616,,0.0,0.0,,1998,NaT
99,Turkey,1999-04-01,550.0,23.0,0.04181818181818182,,0.0,0.0,,1999,NaT
100,Sri Lanka,2000-10-01,225.0,9.0,0.04,,0.0,0.0,,2000,NaT
101,Lesotho,1998-05-01,79.0,3.0,0.0379746835443038,1998-05-01,33.0,9.0,0.2727272727272727,1998,1998
102,Kenya,1997-12-01,224.0,8.0,0.03571428571428571,,0.0,0.0,,1997,NaT
103,Algeria,1997-06-01,380.0,13.0,0.034210526315789476,1997-12-01,144.0,8.0,0.05555555555555555,1997,1997
104,Armenia,1999-05-01,131.0,4.0,0.030534351145038167,,0.0,0.0,,1999,NaT
105,Marshall Islands,1999-11-01,33.0,1.0,0.030303030303030304,,0.0,0.0,,1999,NaT
106,Paraguay,1998-05-01,80.0,2.0,0.025,1998-05-01,45.0,8.0,0.17777777777777778,1998,1998
107,Chad,1997-01-01,125.0,3.0,0.024,,0.0,0.0,,1997,NaT
108,Lebanon,2000-08-01,128.0,3.0,0.0234375,,0.0,0.0,,2000,NaT
109,Gambia,1997-01-01,49.0,1.0,0.02040816326530612,,0.0,0.0,,1997,NaT
110,Papua New Guinea,1997-06-01,109.0,2.0,0.01834862385321101,,0.0,0.0,,1997,NaT
111,Niger,1999-11-01,83.0,1.0,0.012048192771084338,,0.0,0.0,,1999,NaT
112,Yemen,1997-04-01,299.0,2.0,0.006688963210702341,,0.0,0.0,,1997,NaT
113,Morocco,1997-11-01,325.0,2.0,0.006153846153846154,1997-12-01,270.0,2.0,0.007407407407407408,1997,1997
114,Djibouti,1997-12-01,65.0,0.0,0.0,,0.0,0.0,,1997,NaT
0,Peru,2001-04-01,120.0,0.0,0.0,,0.0,0.0,,2001,NaT
37,Portugal,2002-03-01,230.0,44.0,0.19130434782608696,,0.0,0.0,,2002,NaT
38,Dominica,2000-01-01,32.0,6.0,0.1875,,0.0,0.0,,2000,NaT
60,Singapore,2001-11-01,85.0,10.0,0.11764705882352941,,0.0,0.0,,2001,NaT
97,Honduras,2001-11-01,128.0,7.0,0.0546875,,0.0,0.0,,2001,NaT
102,Sri Lanka,2001-12-01,225.0,10.0,0.044444444444444446,,0.0,0.0,,2001,NaT
103,Turkey,1999-04-01,550.0,23.0,0.04181818181818182,,0.0,0.0,,1999,NaT
104,Iran Islamic Rep. of,2000-02-01,290.0,12.0,0.041379310344827586,,0.0,0.0,,2000,NaT
113,Bangladesh,2001-10-01,300.0,6.0,0.02,,0.0,0.0,,2001,NaT
114,Papua New Guinea,1997-06-01,109.0,2.0,0.01834862385321101,,0.0,0.0,,1997,NaT
115,Jordan,1997-11-01,80.0,1.0,0.0125,1997-11-01,40.0,3.0,0.075,1997,1997
117,Yemen,1997-04-01,299.0,2.0,0.006688963210702341,,0.0,0.0,,1997,NaT
118,Morocco,1997-11-01,325.0,2.0,0.006153846153846154,2001-09-01,270.0,1.0,0.003703703703703704,1997,2001
119,Djibouti,1997-12-01,65.0,0.0,0.0,,0.0,0.0,,1997,NaT
0,Colombia,2002-03-01,166.0,0.0,0.0,2002-03-01,102.0,9.0,0.08823529411764706,2002,2002
0,Hungary,2002-04-01,386.0,0.0,0.0,,0.0,0.0,,2002,NaT
3,Finland,2003-03-01,200.0,75.0,0.375,,0.0,0.0,,2003,NaT
6,Cuba,2003-01-01,609.0,219.0,0.35960591133004927,,0.0,0.0,,2003,NaT
7,Costa Rica,2002-02-01,57.0,20.0,0.3508771929824561,,0.0,0.0,,2002,NaT
8,Iceland,1999-05-01,63.0,22.0,0.3492063492063492,,0.0,0.0,,1999,NaT
9,Austria,2002-11-01,183.0,62.0,0.33879781420765026,,62.0,13.0,0.20967741935483872,2002,NaT
10,Germany,2002-09-01,603.0,194.0,0.32172470978441126,,69.0,17.0,0.2463768115942029,2002,NaT
11,Argentina,2001-10-01,257.0,79.0,0.30739299610894943,2001-10-01,72.0,24.0,0.3333333333333333,2001,2001
12,Mozambique,1999-12-01,250.0,75.0,0.3,,0.0,0.0,,1999,NaT
13,South Africa,1999-06-01,399.0,119.0,0.2982456140350877,1999-06-01,89.0,17.0,0.19101123595505617,1999,1999
14,Seychelles,2002-12-01,34.0,10.0,0.29411764705882354,,0.0,0.0,,2002,NaT
15,New Zealand,2002-07-01,120.0,34.0,0.2833333333333333,,0.0,0.0,,2002,NaT
20,Timor-Leste,2001-08-01,88.0,23.0,0.26136363636363635,,0.0,0.0,,2001,NaT
32,Pakistan,2002-10-01,342.0,74.0,0.21637426900584794,2003-02-01,100.0,17.0,0.17,2002,2003
94,Guinea-Bissau,1999-11-01,102.0,8.0,0.0784313725490196,,0.0,0.0,,1999,NaT
97,Cambodia,1998-07-01,122.0,9.0,0.07377049180327869,1999-03-01,61.0,8.0,0.13114754098360656,1998,1999
110,Kiribati,2002-12-01,42.0,2.0,0.047619047619047616,,0.0,0.0,,2002,NaT
111,Sri Lanka,2001-12-01,225.0,10.0,0.044444444444444446,,0.0,0.0,,2001,NaT
